Participant,Scenario,Model,Log-Likelihood,AIC,BIC,Beta_Index,Beta_Value
1,indecisiveness,Luce,-9.462569097222583e-07,100.00000189251382,115.12925654221611,Beta_37,-15.9912
1,indecisiveness,Luce,-9.462569097222583e-07,100.00000189251382,115.12925654221611,Beta_38,12.2907
1,indecisiveness,Luce,-9.462569097222583e-07,100.00000189251382,115.12925654221611,Beta_39,2.0137
1,indecisiveness,Luce,-9.462569097222583e-07,100.00000189251382,115.12925654221611,Beta_40,-1.7512
1,indecisiveness,Luce,-9.462569097222583e-07,100.00000189251382,115.12925654221611,Beta_41,-0.1013
1,indecisiveness,Luce,-9.462569097222583e-07,100.00000189251382,115.12925654221611,Beta_42,19.2955
1,indecisiveness,Luce,-9.462569097222583e-07,100.00000189251382,115.12925654221611,Beta_43,-16.9073
1,indecisiveness,Luce,-9.462569097222583e-07,100.00000189251382,115.12925654221611,Beta_44,0.8315
1,indecisiveness,Luce,-9.462569097222583e-07,100.00000189251382,115.12925654221611,Beta_45,-1.7464
1,indecisiveness,Luce,-9.462569097222583e-07,100.00000189251382,115.12925654221611,Beta_46,17.4921
1,indecisiveness,Luce,-9.462569097222583e-07,100.00000189251382,115.12925654221611,Beta_47,14.4446
1,indecisiveness,Luce,-9.462569097222583e-07,100.00000189251382,115.12925654221611,Beta_48,-14.3805
1,indecisiveness,Luce,-9.462569097222583e-07,100.00000189251382,115.12925654221611,Beta_49,-14.2345
1,indecisiveness,Luce,-9.462569097222583e-07,100.00000189251382,115.12925654221611,Beta_50,-0.5308
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_1,1.847
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_2,0.266
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_3,-0.2135
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_4,0.1385
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_5,0.7643
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_6,0.0108
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_7,0.8819
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_8,-1.6849
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_9,-0.748
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_10,-2.1388
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_11,1.997
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_12,1.984
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_13,0.6266
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_14,-1.0126
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_15,2.3899
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_16,-0.6044
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_17,-0.2132
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_18,0.1595
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_19,0.4515
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_20,0.6438
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_21,0.684
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_22,-0.1445
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_23,0.6681
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_24,-0.1892
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_25,0.5793
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_26,0.4973
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_27,0.7628
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_28,0.638
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_29,-0.4424
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_30,0.4587
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_31,0.6534
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_32,-1.2911
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_33,-0.274
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_34,0.6081
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_35,1.7093
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_36,0.8249
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_37,1.7724
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_38,-0.3984
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_39,0.2502
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_40,0.8057
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_41,-2.3264
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_42,1.5108
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_43,-1.8609
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_44,0.9969
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_45,0.6868
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_46,-2.3396
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_47,-2.2891
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_48,1.4325
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_49,1.2147
1,indecisiveness,RUM,-147.36544593161895,394.7308918632379,409.8601465129402,Beta_50,-0.8809
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_1,-9.3685
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_2,-4.7684
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_3,13.755
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_4,1.0572
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_5,0.4756
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_6,1.583
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_7,4.9967
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_8,3.107
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_9,-3.6681
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_10,-0.1815
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_11,-0.3906
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_12,2.3279
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_13,-0.7566
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_14,0.2604
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_15,-2.245
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_16,6.3765
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_17,-3.4433
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_18,-6.6341
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_19,2.2394
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_20,1.1174
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_21,-2.573
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_22,-1.3206
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_23,2.2656
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_24,1.9992
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_25,7.1563
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_26,-4.8706
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_27,-1.1778
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_28,-7.1184
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_29,-1.6795
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_30,-4.4557
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_31,-3.0887
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_32,4.0635
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_33,4.7187
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_34,-0.9367
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_35,-0.8757
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_36,-0.8112
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_37,-1.6185
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_38,2.6654
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_39,-0.9751
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_40,-5.3493
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_41,-4.4351
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_42,8.3607
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_43,-5.131
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_44,-3.7511
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_45,-2.114
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_46,4.3048
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_47,7.0607
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_48,-3.7022
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_49,-2.3956
1,indecisiveness,ARUM,-1.1885781312347104e-06,100.00000237715626,115.12925702685855,Beta_50,-1.0229
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_1,-0.9518
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_2,-0.312
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_3,1.6464
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_4,-0.2487
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_5,-0.0636
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_6,0.8074
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_7,0.9144
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_8,0.4651
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_9,-1.1433
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_10,0.155
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_11,-0.2914
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_12,0.6848
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_13,-1.4618
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_14,0.1417
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_15,-0.8538
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_16,1.0381
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_17,-0.6693
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_18,-0.6519
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_19,0.4454
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_20,1.7821
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_21,0.5087
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_22,-1.6293
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_23,1.8778
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_24,-0.6383
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_25,1.1866
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_26,-0.9106
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_27,-2.6358
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_28,-1.612
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_29,-0.4152
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_30,-0.8988
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_31,-1.0172
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_32,3.2024
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_33,3.8928
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_34,-3.2919
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_35,-4.4542
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_36,-2.091
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_37,-2.2175
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_38,4.3493
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_39,0.3374
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_40,0.0558
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_41,-2.4577
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_42,1.7818
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_43,-3.8126
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_44,0.2383
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_45,-0.5677
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_46,1.5451
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_47,0.938
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_48,-0.845
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_49,-1.703
1,indecisiveness,APUM,1.835437449775098e-05,99.999963291251,115.1292179409533,Beta_50,0.981
1,experimentation,Luce,-9.031455240830706,22.06291048166141,22.668080667649505,Beta_1,-0.2536
1,experimentation,Luce,-9.031455240830706,22.06291048166141,22.668080667649505,Beta_2,-21.4953
1,experimentation,RUM,-40.341873703723856,84.68374740744771,85.2889175934358,Beta_1,-0.7705
1,experimentation,RUM,-40.341873703723856,84.68374740744771,85.2889175934358,Beta_2,-0.7157
1,experimentation,ARUM,-9.031455240573179,22.062910481146357,22.668080667134447,Beta_1,-0.2536
1,experimentation,ARUM,-9.031455240573179,22.062910481146357,22.668080667134447,Beta_2,-21.4948
1,experimentation,APUM,-8.122010919293109,20.244021838586217,20.849192024574307,Beta_1,-0.2299
1,experimentation,APUM,-8.122010919293109,20.244021838586217,20.849192024574307,Beta_2,-19.4693
2,indifference,Luce,-9.496812897837657,22.993625795675314,23.598795981663407,Beta_1,-22.5164
2,indifference,Luce,-9.496812897837657,22.993625795675314,23.598795981663407,Beta_2,-43.5785
2,indifference,RUM,-9.496812409684514,22.99362481936903,23.59879500535712,Beta_1,-0.2246
2,indifference,RUM,-9.496812409684514,22.99362481936903,23.59879500535712,Beta_2,-0.4359
2,indifference,ARUM,-9.496812720806284,22.99362544161257,23.59879562760066,Beta_1,-22.4808
2,indifference,ARUM,-9.496812720806284,22.99362544161257,23.59879562760066,Beta_2,-43.5819
2,indifference,APUM,-8.538889086057349,21.077778172114698,21.68294835810279,Beta_1,-20.0625
2,indifference,APUM,-8.538889086057349,21.077778172114698,21.68294835810279,Beta_2,-39.413
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_1,-6.6857
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_2,-2.6609
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_3,9.5502
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_4,-5.9092
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_5,10.228
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_6,0.9583
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_7,-8.6273
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_8,2.6884
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_9,-1.6917
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_10,5.5362
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_11,-8.7274
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_12,-3.8138
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_13,2.1997
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_14,5.4769
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_15,3.8339
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_16,-1.8231
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_17,-1.7533
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_18,-0.9139
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_19,9.0174
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_20,-7.6617
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_21,-2.1847
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_22,9.1846
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_23,-6.75
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_24,-3.5075
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_25,2.7742
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_26,-3.6984
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_27,1.9189
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_28,-2.1654
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_29,3.3306
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_30,-1.2003
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_31,-1.0446
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_32,1.8473
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_33,2.367
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_34,-1.4469
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_35,-1.1195
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_36,7.9295
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_37,8.7367
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_38,-7.1991
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_39,-0.8229
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_40,-0.9898
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_41,-1.0554
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_42,7.7564
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_43,-9.9095
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_44,-1.5077
2,indecisiveness,Luce,-1.0123907023931537e-06,100.00000202478141,115.1292566744837,Beta_45,-2.2461
