Participant,Scenario,Model,Log-Likelihood,AIC,BIC,Beta_Index,Beta_Value
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_19,-0.475
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_20,0.8801
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_21,-0.1678
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_22,-1.949
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_23,0.5847
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_24,-2.1334
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_25,-5.0323
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_26,1.0595
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_27,2.2164
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_28,5.4854
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_29,0.0086
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_30,-0.1772
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_31,0.2953
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_32,-0.2734
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_33,0.4109
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_34,1.9018
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_35,3.2792
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_36,1.3235
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_37,2.4888
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_38,0.998
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_39,-1.9812
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_40,0.0879
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_41,1.523
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_42,4.0693
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_43,-3.8528
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_44,0.4995
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_45,-0.2584
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_46,0.0502
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_47,-0.7874
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_48,3.1311
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_49,-0.2758
1,indecisiveness,Luce,-1.7697938629559935e-06,100.00000353958772,115.12925818929001,Beta_50,0.9464
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_1,1.9087
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_2,-1.3428
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_3,0.6112
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_4,0.0232
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_5,1.7947
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_6,-0.9092
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_7,-0.7523
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_8,-0.0499
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_9,-0.4935
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_10,-0.4593
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_11,2.0284
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_12,0.127
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_13,-0.7847
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_14,-0.39
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_15,0.4049
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_16,0.3374
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_17,-0.5773
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_18,-1.628
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_19,-0.0505
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_20,-0.0776
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_21,-0.6461
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_22,1.2798
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_23,0.5746
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_24,0.1348
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_25,-0.3607
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_26,1.733
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_27,-1.1545
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_28,-0.4966
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_29,-0.4524
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_30,0.299
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_31,0.6609
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_32,-1.3366
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_33,-0.6846
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_34,0.4476
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_35,-0.6651
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_36,-0.4018
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_37,0.1726
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_38,-0.9799
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_39,0.2776
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_40,0.6126
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_41,0.0384
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_42,1.4254
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_43,0.7254
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_44,-0.0409
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_45,-0.3214
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_46,1.7547
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_47,-0.6615
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_48,-0.2722
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_49,-0.4098
1,indecisiveness,RUM,-110.52408442371421,321.0481688474284,336.1774234971307,Beta_50,0.3978
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_1,4.3975
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_2,-0.9251
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_3,-1.2927
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_4,-0.7829
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_5,0.0372
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_6,-0.1878
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_7,0.3554
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_8,1.8327
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_9,-0.396
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_10,1.0133
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_11,-0.7088
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_12,1.9126
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_13,-1.7765
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_14,0.1321
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_15,-2.2601
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_16,-1.9384
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_17,1.3611
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_18,-0.2658
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_19,-3.7442
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_20,4.204
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_21,-1.4778
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_22,-6.205
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_23,6.0498
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_24,0.159
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_25,0.1255
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_26,2.1792
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_27,-1.5946
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_28,0.4596
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_29,0.16
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_30,-1.4556
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_31,0.0083
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_32,0.3373
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_33,-2.3213
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_34,1.0932
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_35,0.8078
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_36,1.1039
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_37,1.4104
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_38,0.0015
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_39,-0.4405
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_40,-0.5421
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_41,-0.9938
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_42,3.0427
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_43,-1.9812
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_44,-6.7124
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_45,-7.3317
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_46,-3.9258
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_47,-2.5804
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_48,8.878
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_49,9.9024
1,indecisiveness,ARUM,-1.8283465419049476e-06,100.00000365669308,115.12925830639537,Beta_50,0.1123
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_1,2.2885
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_2,-1.2959
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_3,-1.3978
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_4,-1.4002
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_5,2.2193
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_6,1.4508
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_7,0.1888
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_8,-1.4044
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_9,-0.2482
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_10,-0.4573
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_11,-0.3612
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_12,4.6945
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_13,-1.7924
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_14,-1.6018
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_15,-1.3555
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_16,0.583
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_17,1.1147
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_18,1.2501
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_19,-0.3835
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_20,0.902
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_21,-0.9119
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_22,-0.7831
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_23,0.6319
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_24,-1.0755
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_25,-1.3065
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_26,1.4177
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_27,-0.038
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_28,3.3372
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_29,-1.0879
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_30,0.344
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_31,-0.2131
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_32,-0.3776
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_33,0.0128
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_34,1.7054
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_35,0.2357
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_36,2.4048
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_37,0.9757
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_38,-1.4089
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_39,-1.246
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_40,-1.4903
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_41,-0.3177
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_42,2.5137
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_43,-1.0529
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_44,1.3187
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_45,-0.2053
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_46,-0.516
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_47,-2.1251
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_48,0.5908
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_49,2.5458
1,indecisiveness,APUM,1.7833145958976415e-05,99.99996433370808,115.12921898341037,Beta_50,0.3148
1,experimentation,Luce,-10.452906403054657,24.905812806109314,25.510982992097404,Beta_1,-0.3326
1,experimentation,Luce,-10.452906403054657,24.905812806109314,25.510982992097404,Beta_2,1.3929
1,experimentation,RUM,-147.36544593161895,298.7308918632379,299.336062049226,Beta_1,0.9396
1,experimentation,RUM,-147.36544593161895,298.7308918632379,299.336062049226,Beta_2,-1.6835
1,experimentation,ARUM,-10.452906403053209,24.905812806106418,25.51098299209451,Beta_1,-0.3326
1,experimentation,ARUM,-10.452906403053209,24.905812806106418,25.51098299209451,Beta_2,1.3929
1,experimentation,APUM,-9.403140201873589,22.806280403747177,23.411450589735267,Beta_1,-0.3018
1,experimentation,APUM,-9.403140201873589,22.806280403747177,23.411450589735267,Beta_2,1.2655
2,indifference,Luce,-9.884531721331994,23.769063442663988,24.374233628652078,Beta_1,111.5705
2,indifference,Luce,-9.884531721331994,23.769063442663988,24.374233628652078,Beta_2,1.6757
2,indifference,RUM,-9.884531438096905,23.76906287619381,24.3742330621819,Beta_1,1.1158
2,indifference,RUM,-9.884531438096905,23.76906287619381,24.3742330621819,Beta_2,0.0168
2,indifference,ARUM,-9.884531731651307,23.769063463302615,24.37423364929071,Beta_1,111.5533
2,indifference,ARUM,-9.884531731651307,23.769063463302615,24.37423364929071,Beta_2,1.6763
2,indifference,APUM,-8.893227518414974,21.78645503682995,22.391625222818043,Beta_1,99.7801
2,indifference,APUM,-8.893227518414974,21.78645503682995,22.391625222818043,Beta_2,1.608
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_1,-2.393
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_2,0.9831
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_3,4.9727
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_4,-2.479
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_5,4.2861
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_6,0.0446
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_7,-3.1484
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_8,-0.8142
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_9,-0.6618
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_10,-2.7601
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_11,1.2039
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_12,0.1209
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_13,1.6409
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_14,-0.6967
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_15,-1.011
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_16,1.4589
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_17,-2.1089
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_18,-0.3717
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_19,-0.0134
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_20,-1.5944
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_21,-0.5809
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_22,1.7295
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_23,0.0085
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_24,-1.2782
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_25,3.4578
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_26,-1.3835
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_27,0.2851
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_28,0.6186
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_29,-0.0718
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_30,1.4437
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_31,-2.3896
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_32,0.6432
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_33,1.1371
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_34,-0.9385
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_35,0.2515
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_36,-0.5995
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_37,0.9695
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_38,4.242
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_39,-0.4313
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_40,-0.6116
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_41,0.6608
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_42,-3.8773
2,indecisiveness,Luce,-1.4683591927250991e-06,100.00000293671839,115.12925758642068,Beta_43,3.765
